run_id,swept_param,swept_value,event_start,event_end,obs_peak_m3s,sim_peak_m3s,obs_peak_time,sim_peak_time,peak_timing_error_hr,obs_volume_m3,sim_volume_m3,volume_error_pct,rmse_m3s,nse,pbias_pct,kge,kge_r,kge_alpha,kge_beta,Ks_mult,f_RS_abs,As_value,Au_value,thetaS_mult,optpercolation,channelconductivity_mmhr,channelporosity,kinemvelcoef,flowexp,channelroughness,channelwidthcoeff
SMF_20140812_60_Ks8p5x,Ks_mult,8.5,2014-08-12 16:00,2014-08-13 12:00,44.9104448,46.1783,2014-08-12 18:40:00,2014-08-12 18:55:00,0.25,87668.81280000001,91892.17499999999,4.817405489036089,11.590480858637877,0.37782462255869,4.817405489036112,0.6933251761184214,0.6983571120946229,1.027208017464011,1.0481740548903606,8.5,0.02,1.0,1.0,1.0,0,70,0.4,5.75,0.23,0.02,2.33
